~id,~start_node_id,~end_node_id,~relationship_type
rel_0,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:1,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:0,ALLOWS_UNDERSTANDING_OF
rel_1,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:2,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:1,ALLOWS_UNDERSTANDING_OF
rel_2,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:3,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:2,ALLOWS_UNDERSTANDING_OF
rel_3,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:4,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:2,ALLOWS_UNDERSTANDING_OF
rel_4,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:5,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:2,ALLOWS_UNDERSTANDING_OF
rel_5,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:6,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:2,ALLOWS_UNDERSTANDING_OF
rel_6,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:7,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:2,ALLOWS_UNDERSTANDING_OF
rel_7,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:8,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:1,ALLOWS_UNDERSTANDING_OF
rel_8,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:9,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:8,ALLOWS_UNDERSTANDING_OF
rel_9,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:10,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:8,ALLOWS_UNDERSTANDING_OF
rel_10,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:11,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:8,ALLOWS_UNDERSTANDING_OF
rel_11,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:12,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:8,ALLOWS_UNDERSTANDING_OF
rel_12,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:13,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:8,ALLOWS_UNDERSTANDING_OF
rel_13,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:14,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:1,ALLOWS_UNDERSTANDING_OF
rel_14,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:15,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:14,ALLOWS_UNDERSTANDING_OF
rel_15,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:16,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:14,ALLOWS_UNDERSTANDING_OF
rel_16,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:17,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:14,ALLOWS_UNDERSTANDING_OF
rel_17,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:18,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:14,ALLOWS_UNDERSTANDING_OF
rel_18,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:19,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:14,ALLOWS_UNDERSTANDING_OF
rel_19,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:20,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:1,ALLOWS_UNDERSTANDING_OF
rel_20,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:21,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:20,ALLOWS_UNDERSTANDING_OF
rel_21,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:22,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:20,ALLOWS_UNDERSTANDING_OF
rel_22,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:23,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:20,ALLOWS_UNDERSTANDING_OF
rel_23,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:24,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:20,ALLOWS_UNDERSTANDING_OF
rel_24,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:25,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:20,ALLOWS_UNDERSTANDING_OF
rel_25,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:26,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:1,ALLOWS_UNDERSTANDING_OF
rel_26,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:27,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:26,ALLOWS_UNDERSTANDING_OF
rel_27,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:28,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:26,ALLOWS_UNDERSTANDING_OF
rel_28,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:29,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:26,ALLOWS_UNDERSTANDING_OF
rel_29,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:30,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:26,ALLOWS_UNDERSTANDING_OF
rel_30,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:31,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:26,ALLOWS_UNDERSTANDING_OF
rel_31,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:32,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:0,ALLOWS_UNDERSTANDING_OF
rel_32,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:33,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:32,ALLOWS_UNDERSTANDING_OF
rel_33,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:34,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:33,ALLOWS_UNDERSTANDING_OF
rel_34,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:35,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:33,ALLOWS_UNDERSTANDING_OF
rel_35,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:36,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:33,ALLOWS_UNDERSTANDING_OF
rel_36,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:37,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:33,ALLOWS_UNDERSTANDING_OF
rel_37,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:38,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:32,ALLOWS_UNDERSTANDING_OF
rel_38,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:39,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:38,ALLOWS_UNDERSTANDING_OF
rel_39,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:40,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:38,ALLOWS_UNDERSTANDING_OF
rel_40,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:41,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:38,ALLOWS_UNDERSTANDING_OF
rel_41,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:42,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:38,ALLOWS_UNDERSTANDING_OF
rel_42,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:43,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:32,ALLOWS_UNDERSTANDING_OF
rel_43,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:44,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:43,ALLOWS_UNDERSTANDING_OF
rel_44,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:45,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:43,ALLOWS_UNDERSTANDING_OF
rel_45,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:46,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:43,ALLOWS_UNDERSTANDING_OF
rel_46,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:47,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:32,ALLOWS_UNDERSTANDING_OF
rel_47,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:48,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:47,ALLOWS_UNDERSTANDING_OF
rel_48,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:49,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:47,ALLOWS_UNDERSTANDING_OF
rel_49,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:50,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:47,ALLOWS_UNDERSTANDING_OF
rel_50,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:51,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:47,ALLOWS_UNDERSTANDING_OF
rel_51,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:52,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:32,ALLOWS_UNDERSTANDING_OF
rel_52,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:53,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:52,ALLOWS_UNDERSTANDING_OF
rel_53,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:54,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:52,ALLOWS_UNDERSTANDING_OF
rel_54,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:55,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:52,ALLOWS_UNDERSTANDING_OF
rel_55,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:56,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:52,ALLOWS_UNDERSTANDING_OF
rel_56,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:57,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:0,ALLOWS_UNDERSTANDING_OF
rel_57,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:58,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:57,ALLOWS_UNDERSTANDING_OF
rel_58,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:59,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:58,ALLOWS_UNDERSTANDING_OF
rel_59,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:60,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:58,ALLOWS_UNDERSTANDING_OF
rel_60,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:61,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:58,ALLOWS_UNDERSTANDING_OF
rel_61,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:62,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:58,ALLOWS_UNDERSTANDING_OF
rel_62,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:63,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:57,ALLOWS_UNDERSTANDING_OF
rel_63,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:64,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:63,ALLOWS_UNDERSTANDING_OF
rel_64,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:65,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:63,ALLOWS_UNDERSTANDING_OF
rel_65,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:66,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:63,ALLOWS_UNDERSTANDING_OF
rel_66,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:67,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:57,ALLOWS_UNDERSTANDING_OF
rel_67,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:68,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:67,ALLOWS_UNDERSTANDING_OF
rel_68,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:69,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:67,ALLOWS_UNDERSTANDING_OF
rel_69,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:70,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:67,ALLOWS_UNDERSTANDING_OF
rel_70,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:71,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:67,ALLOWS_UNDERSTANDING_OF
rel_71,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:72,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:57,ALLOWS_UNDERSTANDING_OF
rel_72,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:73,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:72,ALLOWS_UNDERSTANDING_OF
rel_73,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:74,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:72,ALLOWS_UNDERSTANDING_OF
rel_74,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:75,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:72,ALLOWS_UNDERSTANDING_OF
rel_75,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:76,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:57,ALLOWS_UNDERSTANDING_OF
rel_76,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:77,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:76,ALLOWS_UNDERSTANDING_OF
rel_77,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:78,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:76,ALLOWS_UNDERSTANDING_OF
rel_78,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:79,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:76,ALLOWS_UNDERSTANDING_OF
rel_79,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:80,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:76,ALLOWS_UNDERSTANDING_OF
rel_80,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:81,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:0,ALLOWS_UNDERSTANDING_OF
rel_81,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:82,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:81,ALLOWS_UNDERSTANDING_OF
rel_82,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:83,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:82,ALLOWS_UNDERSTANDING_OF
rel_83,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:84,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:82,ALLOWS_UNDERSTANDING_OF
rel_84,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:85,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:82,ALLOWS_UNDERSTANDING_OF
rel_85,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:86,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:81,ALLOWS_UNDERSTANDING_OF
rel_86,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:87,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:86,ALLOWS_UNDERSTANDING_OF
rel_87,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:88,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:86,ALLOWS_UNDERSTANDING_OF
rel_88,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:89,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:86,ALLOWS_UNDERSTANDING_OF
rel_89,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:90,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:81,ALLOWS_UNDERSTANDING_OF
rel_90,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:91,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:90,ALLOWS_UNDERSTANDING_OF
rel_91,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:92,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:90,ALLOWS_UNDERSTANDING_OF
rel_92,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:93,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:90,ALLOWS_UNDERSTANDING_OF
rel_93,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:94,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:90,ALLOWS_UNDERSTANDING_OF
rel_94,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:95,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:0,ALLOWS_UNDERSTANDING_OF
rel_95,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:96,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:95,ALLOWS_UNDERSTANDING_OF
rel_96,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:97,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:96,ALLOWS_UNDERSTANDING_OF
rel_97,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:98,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:96,ALLOWS_UNDERSTANDING_OF
rel_98,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:99,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:96,ALLOWS_UNDERSTANDING_OF
rel_99,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:100,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:95,ALLOWS_UNDERSTANDING_OF
rel_100,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:101,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:100,ALLOWS_UNDERSTANDING_OF
rel_101,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:102,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:100,ALLOWS_UNDERSTANDING_OF
rel_102,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:103,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:100,ALLOWS_UNDERSTANDING_OF
rel_103,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:104,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:95,ALLOWS_UNDERSTANDING_OF
rel_104,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:105,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:104,ALLOWS_UNDERSTANDING_OF
rel_105,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:106,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:104,ALLOWS_UNDERSTANDING_OF
rel_106,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:107,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:104,ALLOWS_UNDERSTANDING_OF
rel_107,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:108,4:90748360-fab7-43c8-9fc3-ee8c4a62bb2a:0,ALLOWS_UNDERSTANDING_OF
